,name,start_pos,end_pos,tag,score
2009,"Yes,”he",247927,247934,PERSON,1
2010,Alfred,248131,248137,PERSON,1
2011,"Well,”he",248262,248270,PERSON,1
2012,British,248576,248583,NORP,1
2013,British,248665,248672,NORP,1
2014,Ronald,248711,248717,PERSON,1
2015,the last seven or eight years,248996,249025,DATE,1
2016,Alfred,249161,249167,PERSON,1
2017,Oriental,249534,249542,NORP,1
2018,Ronnie,249620,249626,PERSON,1
2019,"flinched,”he",249679,249691,PERSON,1
2020,Brancaster,249839,249849,ORG,1
2021,Market Burnham,250024,250038,ORG,1
2022,Thomson,250062,250069,PERSON,1
2023,Collins,250092,250099,PERSON,1
2024,the Dormy House Club,250128,250148,ORG,1
2025,Alfred,250439,250445,PERSON,1
2026,"much,”he",250478,250486,PERSON,1
2027,the last few weeks,250715,250733,DATE,1
2028,One,250899,250902,CARDINAL,1
2029,Harwich,250932,250939,GPE,1
2030,the other day,250964,250977,DATE,1
2031,A few weeks ago,250979,250994,DATE,1
2032,twenty pounds,251028,251041,QUANTITY,1
2033,Wednesday,251091,251100,DATE,1
2034,one o'clock,251142,251153,TIME,1
2035,half an hour,251166,251178,TIME,1
2036,this morning,251204,251216,TIME,1
2037,Alfred,251456,251462,PERSON,1
2038,"moment,”he",251491,251501,ORG,1
2039,Ronnie,251562,251568,PERSON,1
2040,one,251834,251837,CARDINAL,1
2041,New York,251882,251890,GPE,1
2042,Alfred,251954,251960,PERSON,1
2043,England,252088,252095,GPE,1
2044,America,252116,252123,GPE,1
2045,Europe,252143,252149,LOC,1
2046,one,252194,252197,CARDINAL,1
2047,Alfred,252254,252260,PERSON,1
2048,twenty-eight years,252350,252368,DATE,1
2049,No Cabinet Council,252414,252432,ORG,1
2050,third,252572,252577,ORDINAL,1
2051,Ronnie,252754,252760,PERSON,1
2052,the halfpenny Press,252771,252790,ORG,1
2053,a million,252805,252814,CARDINAL,1
2054,any day,252847,252854,DATE,1
2055,Ronald,253068,253074,PERSON,1
2056,one,253093,253096,CARDINAL,1
2057,Buckingham Palace,253292,253309,FAC,1
2058,ten minutes,253377,253388,TIME,1
2059,England,253592,253599,GPE,1
2060,Eton,253610,253614,ORG,1
2061,Oxford,253619,253625,ORG,1
2062,Germany,253685,253692,GPE,1
2063,Germany,253730,253737,GPE,1
2064,Alfred,253765,253771,PERSON,1
2065,Germany,253915,253922,GPE,1
2066,England,254083,254090,GPE,1
2067,Ronnie,254144,254150,PERSON,1
2068,Geraldine,254299,254308,PERSON,1
2069,that afternoon,254341,254355,TIME,1
2070,Brancaster,254435,254445,ORG,1
2071,"admitted,“but",254526,254539,ORG,1
2072,First,254568,254573,ORDINAL,1
2073,Zeppelin,254596,254604,PERSON,1
2074,last night,254705,254715,TIME,1
2075,next day,254916,254924,DATE,1
2076,Thomson,254943,254950,PERSON,1
2077,the War Office,255119,255133,ORG,1
2078,Hugh,255401,255405,PERSON,1
2079,Zeppelin,255586,255594,PERSON,1
2080,"cannot,”she",255617,255628,PERSON,1
2081,Granet,255790,255796,PERSON,1
2082,not?”he,255964,255971,ORG,1
2083,"much,”she",256062,256071,PERSON,1
2084,the last few days,256178,256195,DATE,1
2085,the War Office,256562,256576,ORG,1
2086,America,256790,256797,GPE,1
2087,Geraldine,257024,257033,PERSON,1
2088,America,257124,257131,GPE,1
2089,this week,257161,257170,DATE,1
2090,"Granet,”she exclaimed,“you",257324,257350,PERSON,1
2091,England,257411,257418,GPE,1
2092,not?”he,257430,257437,ORG,1
2093,Englishman,257639,257649,NORP,1
2094,"you,”Granet",257699,257710,ORG,1
2095,Thomson,257765,257772,ORG,1
2096,the next few months,257862,257881,DATE,1
2097,England,258006,258013,GPE,1
2098,Boulogne,258443,258451,GPE,1
2099,a few days,258455,258465,DATE,1
2100,Lady Headley 's,258471,258486,PERSON,1
2101,London,258648,258654,GPE,1
2102,Thomson,258676,258683,PERSON,1
2103,a few days ago,258704,258718,DATE,1
2104,the War Office,258799,258813,ORG,1
2105,first,258915,258920,ORDINAL,1
2106,"Yes,”he agreed,“there 's",258981,259005,PERSON,1
2107,"a few weeks ago,”he",259254,259273,DATE,1
2108,England,259782,259789,GPE,1
2109,Geraldine,260145,260154,PERSON,1
2110,a few minutes later,260200,260219,TIME,1
2111,Conyers,260226,260233,PERSON,1
2112,Granet?”she,260296,260307,PERSON,1
2113,Geraldine,260315,260324,PERSON,1
2114,Conyers,260338,260345,PERSON,1
2115,"away,”Geraldine",260389,260404,ORG,1
2116,Granet,260446,260452,ORG,1
2117,august,260518,260524,DATE,1
2118,Pall Mall,260533,260542,FAC,1
2119,a few minutes,260581,260594,TIME,1
2120,Ronnie,260662,260668,PERSON,1
2121,America,260687,260694,GPE,1
2122,Alfred,260798,260804,PERSON,1
2123,Brice,261071,261076,PERSON,1
2124,"personal,”he",261163,261175,PERSON,1
2125,"Well,”he said,“they",261335,261354,ORG,1
2126,Alfred,261648,261654,PERSON,1
2127,Ronnie,261695,261701,PERSON,1
2128,Alfred,261911,261917,PERSON,1
2129,"Ronnie,”he",262036,262046,ORG,1
2130,many days,262075,262084,DATE,1
2131,Thomson,262156,262163,PERSON,1
2132,Buckingham Palace,262358,262375,FAC,1
2133,nine o'clock in the morning,262703,262730,TIME,1
2134,the Birdcage Walk,262731,262748,FAC,1
2135,Thomson,262950,262957,PERSON,1
2136,"cheek,”he",263295,263304,PERSON,1
2137,Park,263386,263390,LOC,1
2138,Geraldine,263540,263549,PERSON,1
2139,"wrong,”he",263729,263738,PERSON,1
2140,Hugh,264420,264424,PERSON,1
2141,nine o'clock in the morning,264492,264519,TIME,1
2142,Park,264528,264532,LOC,1
2143,"before,”he",264589,264599,PERSON,1
2144,day,264788,264791,DATE,1
2145,two,264795,264798,CARDINAL,1
2146,the War Office,265298,265312,ORG,1
2147,Market Burnham,265330,265344,ORG,1
2148,Zeppelin,265356,265364,PERSON,1
2149,yesterday,265510,265519,DATE,1
2150,afternoon,265520,265529,TIME,1
2151,Zeppelin,265719,265727,PERSON,1
2152,"bandage,”he",265828,265839,PERSON,1
2153,Hugh,265847,265851,PERSON,1
2154,Trafalgar Square,266120,266136,FAC,1
2155,Boulogne,266505,266513,PERSON,1
2156,next week,266542,266551,DATE,1
2157,Lady Headley,266553,266565,PERSON,1
2158,this afternoon,266590,266604,TIME,1
2159,the War Office,266633,266647,ORG,1
2160,"whatever,”he replied,“no definite",266771,266804,WORK_OF_ART,1
2161,"Granet,”she",267016,267027,PERSON,1
2162,"proceeding,”he",267232,267246,DATE,1
2163,"Hospitals,”she",267372,267386,ORG,1
2164,the War Office,267442,267456,ORG,1
2165,"much,”he",267474,267482,DATE,1
2166,the Good Samaritan,267501,267519,WORK_OF_ART,1
2167,"both,”he",268316,268324,PERSON,1
2168,Geraldine,268384,268393,PERSON,1
2169,Thomson,268555,268562,PERSON,1
2170,Two,268698,268701,CARDINAL,1
2171,one,268866,268869,CARDINAL,1
2172,one,268873,268876,CARDINAL,1
2173,Ambrose,268969,268976,PERSON,1
2174,"sir,”he",269074,269081,PERSON,1
2175,Thomson,269093,269100,ORG,1
2176,a dozen,269254,269261,CARDINAL,1
2177,Thomson,269382,269389,ORG,1
2178,Dawkes,269480,269486,PERSON,1
2179,Thomson,269516,269523,PERSON,1
2180,"sir,”Thomson",269606,269618,PERSON,1
2181,"here,”he",269732,269740,PERSON,1
2182,twenty-four,269872,269883,CARDINAL,1
2183,the United Kingdom,269893,269911,GPE,1
2184,Alfred Anselman,270047,270062,PERSON,1
2185,Thomson,270083,270090,ORG,1
2186,"understand,”he",270132,270146,PERSON,1
2187,Alfred Anselman,270396,270411,PERSON,1
2188,Englishman,270579,270589,NORP,1
2189,Dutch,270781,270786,NORP,1
2190,Thomson,270854,270861,ORG,1
2191,"Sir,”he said,“you",270896,270913,PERSON,1
2192,The halfpenny Press,271021,271040,ORG,1
2193,London,271204,271210,GPE,1
2194,German,271263,271269,NORP,1
2195,supreme power,271476,271489,ORG,1
2196,Alfred Anselman,271576,271591,PERSON,1
2197,Germany,271850,271857,GPE,1
2198,a few weeks ago,271858,271873,DATE,1
2199,Thomson,271974,271981,PERSON,1
2200,German,272075,272081,NORP,1
2201,England,272099,272106,GPE,1
2202,France,272472,272478,GPE,1
2203,three months,272526,272538,DATE,1
2204,Berlin,272627,272633,GPE,1
2205,yesterday,272634,272643,DATE,1
2206,the Cabinet Council,272663,272682,ORG,1
2207,the day before,272683,272697,DATE,1
2208,Germans,272892,272899,NORP,1
2209,hour,272920,272924,TIME,1
2210,Alfred Anselman,272989,273004,PERSON,1
2211,Cabinet,273166,273173,ORG,1
2212,Thomson,273375,273382,ORG,1
2213,"me,”he",273596,273602,DATE,1
2214,two,273663,273666,CARDINAL,1
2215,Thomson,273668,273675,ORG,1
2216,Thomson,273791,273798,ORG,1
2217,the Censor 's Department,273935,273959,ORG,1
2218,Gordon Jones,273965,273977,PERSON,1
2219,Anselman,274221,274229,PERSON,1
2220,half a dozen,274295,274307,CARDINAL,1
2221,one,274341,274344,CARDINAL,1
2222,two,274348,274351,CARDINAL,1
2223,Alfred,274446,274452,PERSON,1
2224,"entered,”he",274467,274478,DATE,1
2225,Alfred,274553,274559,PERSON,1
2226,one,274583,274586,CARDINAL,1
2227,Four,274618,274622,CARDINAL,1
2228,two,274635,274638,CARDINAL,1
2229,eleven,274661,274667,CARDINAL,1
2230,three,274682,274687,CARDINAL,1
2231,"country,”he",274713,274724,PERSON,1
2232,Cabinet,274949,274956,ORG,1
2233,Alfred,274989,274995,PERSON,1
2234,every penny,275057,275068,MONEY,1
2235,"friend,”he",275079,275089,PRODUCT,1
2236,a quarter of a million,275113,275135,QUANTITY,1
2237,next one,275194,275202,DATE,1
2238,the London Regiment,275353,275372,FAC,1
2239,march,275373,275378,DATE,1
2240,Charing-Cross,275387,275400,ORG,1
2241,I.,275486,275488,NORP,1
2242,"Alfred,”he",275574,275584,PERSON,1
2243,Alfred,275997,276003,PERSON,1
2244,three,276201,276206,CARDINAL,1
2245,the War Office,276245,276259,ORG,1
2246,a few days,276305,276315,DATE,1
2247,Front,276325,276330,ORG,1
2248,Englishmen,276625,276635,NORP,1
2249,Englishmen,276638,276648,NORP,1
2250,one,276688,276691,CARDINAL,1
2251,one,276759,276762,CARDINAL,1
2252,one,276824,276827,CARDINAL,1
2253,Empire,276889,276895,GPE,1
2254,Gordon Jones,277766,277778,PERSON,1
2255,Alfred,277906,277912,PERSON,1
2256,Alfred,278161,278167,PERSON,1
2257,Alfred,278196,278202,PERSON,1
2258,Dutch,278322,278327,NORP,1
2259,Gordon Jones,278438,278450,PERSON,1
2260,morrow,278540,278546,DATE,1
2261,morning,278547,278554,TIME,1
2262,Alfred,278580,278586,PERSON,1
2263,the next twenty minutes,278933,278956,TIME,1
2264,Alfred,279037,279043,PERSON,1
2265,Alfred,279080,279086,PERSON,1
2266,"Ronnie,”he",279250,279260,ORG,1
2267,Alfred,279512,279518,PERSON,1
2268,Ronnie,279541,279547,PERSON,1
2269,Alfred,279746,279752,PERSON,1
2270,"know,”he",279828,279836,PERSON,1
2271,Ronnie,279914,279920,PERSON,1
2272,first,280032,280037,ORDINAL,1
2273,first,280125,280130,ORDINAL,1
2274,"suspect,”Granet declared,“no one",280178,280210,PRODUCT,1
2275,Alfred,280333,280339,PERSON,1
2276,Alfred,280419,280425,PERSON,1
2277,several minutes,280475,280490,TIME,1
2278,London,280561,280567,GPE,1
2279,June 4th,280568,280576,DATE,1
2280,midnight,280590,280598,TIME,1
2281,Buckingham Palace,280599,280616,FAC,1
2282,St. Paul 's,280618,280629,GPE,1
2283,Savoy,280657,280662,GPE,1
2284,"sir,”he",280903,280910,ORG,1
2285,Alfred,280967,280973,PERSON,1
2286,Ronnie,281099,281105,PERSON,1
2287,America,281229,281236,GPE,1
2288,Alfred,281358,281364,PERSON,1
2289,this morning,281640,281652,TIME,1
2290,"about,”he",281848,281857,PERSON,1
2291,Market Burnham,282027,282041,FAC,1
2292,the War Office,282092,282106,ORG,1
2293,earth,282143,282148,LOC,1
2294,Niemen,282264,282270,LOC,1
2295,German,282316,282322,NORP,1
2296,The other day,282377,282390,DATE,1
2297,Isabel Worth,282422,282434,PERSON,1
2298,Alfred,282555,282561,PERSON,1
2299,Thomson,282593,282600,PERSON,1
2300,Alfred,282638,282644,PERSON,1
2301,Ronnie,282823,282829,PERSON,1
2302,Thomson,282877,282884,PERSON,1
2303,Thomson,282901,282908,PERSON,1
2304,Alfred,282968,282974,PERSON,1
2305,Military Intelligence Department,283022,283054,ORG,1
2306,the War Office,283079,283093,ORG,1
2307,Kitchener,283275,283284,ORG,1
2308,Thomson,283373,283380,PERSON,1
2309,Ambrose,283409,283416,PERSON,1
2310,the next morning,283434,283450,TIME,1
2311,"sir,”he",283616,283623,PERSON,1
2312,last night,283656,283666,TIME,1
2313,thirty-one,283726,283736,CARDINAL,1
2314,two,283779,283782,CARDINAL,1
2315,Ambrose,283974,283981,PERSON,1
2316,this afternoon,284087,284101,TIME,1
2317,Thomson,284200,284207,ORG,1
2318,"Ambrose,”he",284243,284254,PERSON,1
2319,Alfred,284546,284552,PERSON,1
2320,Ambrose,284558,284565,PERSON,1
2321,"sir,”he",284594,284601,PERSON,1
2322,Gordon Jones,284912,284924,PERSON,1
2323,Gordon Jones,284936,284948,PERSON,1
2324,Thomson,285003,285010,ORG,1
2325,Ambrose,285097,285104,ORG,1
2326,Thomson,285106,285113,PERSON,1
2327,"suppose,”Thomson",285481,285497,ORG,1
2328,one,285800,285803,CARDINAL,1
2329,two,285807,285810,CARDINAL,1
2330,Alfred Anselman,286044,286059,PERSON,1
2331,yesterday,286071,286080,DATE,1
2332,this morning,286116,286128,TIME,1
2333,"The letter,”Thomson remarked,“was",286159,286192,WORK_OF_ART,1
2334,Gordon Jones,286232,286244,PERSON,1
2335,Alfred,286274,286280,PERSON,1
2336,Alfred,286325,286331,PERSON,1
2337,Thomson,286456,286463,ORG,1
2338,some day,286570,286578,DATE,1
2339,Alfred Anselman,286599,286614,PERSON,1
2340,first,286949,286954,ORDINAL,1
2341,British,286978,286985,NORP,1
2342,Thomson,286997,287004,ORG,1
2343,Thomson,287299,287306,PERSON,1
2344,Gordon,287510,287516,PERSON,1
2345,Cabinet,287593,287600,ORG,1
2346,Thomson,287675,287682,PERSON,1
2347,one,288107,288110,CARDINAL,1
2348,Gordon Jones,288213,288225,PERSON,1
2349,Thomson,288359,288366,PERSON,1
2350,Gordon Jones,288996,289008,PERSON,1
2351,"Thomson,”he",289053,289064,ORG,1
2352,a moment,289140,289148,TIME,1
2353,one,289300,289303,CARDINAL,1
2354,Alfred,289405,289411,PERSON,1
2355,Thomson,289516,289523,PERSON,1
2356,Thomson,289570,289577,ORG,1
2357,Gordon Jones,289636,289648,PERSON,1
2358,"here,”he",289693,289701,PERSON,1
2359,Alfred Anselman,289878,289893,PERSON,1
2360,Those few minutes,290120,290137,TIME,1
2361,"said,“which",290220,290231,ORG,1
2362,one,290267,290270,CARDINAL,1
2363,Thomson,290357,290364,ORG,1
2364,Gordon Jones,290483,290495,PERSON,1
2365,Granet,291218,291224,ORG,1
2366,"you,”he",291284,291291,ORG,1
2367,Thomson,291451,291458,PERSON,1
2368,"hard,”she",291752,291761,GPE,1
2369,first,292069,292074,ORDINAL,1
2370,father?”he,292093,292103,ORG,1
2371,Thomson,292194,292201,ORG,1
2372,Thomson,292374,292381,PERSON,1
2373,that night,292405,292415,TIME,1
2374,"Yes,”she acknowledged,“they",292630,292657,WORK_OF_ART,1
2375,five minutes,292822,292834,TIME,1
2376,Granet,292837,292843,ORG,1
2377,"him,”he",293004,293011,PERSON,1
2378,"ours,”she",293027,293036,PERSON,1
2379,"greedy,”she asked,“if",293271,293292,PERSON,1
2380,know?”he,293673,293681,DATE,1
2381,Market Burnham,293880,293894,ORG,1
2382,this morning,294246,294258,TIME,1
2383,a quarter past ten,294346,294364,DATE,1
2384,first,294377,294382,ORDINAL,1
2385,Jarvis,294654,294660,PERSON,1
2386,"this,”he",295297,295305,TIME,1
2387,Kensington,295432,295442,GPE,1
2388,Tomorrow,295455,295463,DATE,1
2389,"please,”he said,“only Jarvis",295661,295689,PERSON,1
2390,"wise,”he",296125,296133,PERSON,1
2391,the other night,296470,296485,TIME,1
2392,"unjust,”he",296515,296525,PERSON,1
2393,first,296852,296857,ORDINAL,1
2394,Lady Anselman 's,296875,296891,PERSON,1
2395,Jarvis,297350,297356,PERSON,1
2396,"me,”he",297553,297559,DATE,1
2397,Jarvis,297578,297584,PERSON,1
2398,Market Burnham,297668,297682,FAC,1
2399,that night,297683,297693,TIME,1
2400,first,297732,297737,ORDINAL,1
2401,Collins,298047,298054,PERSON,1
2402,one,298399,298402,CARDINAL,1
2403,"understand,”he",298646,298660,PERSON,1
2404,morrow,299219,299225,DATE,1
2405,half,299499,299503,CARDINAL,1
2406,eleven,299709,299715,DATE,1
2407,Kensington,300127,300137,GPE,1
2408,so many years,300409,300422,DATE,1
2409,m twenty-eight,300690,300704,DATE,1
2410,the last six years,300739,300757,DATE,1
2411,London,300842,300848,GPE,1
2412,"you,”Granet",301042,301053,ORG,1
2413,Year after year,301117,301132,DATE,1
2414,"it,”she",301136,301143,ORG,1
2415,first,301581,301586,ORDINAL,1
2416,what?”he,301671,301679,DATE,1
2417,morning,301911,301918,TIME,1
2418,"Sackville Street,”Granet",302181,302205,PERSON,1
2419,Granet,302216,302222,ORG,1
2420,Sackville Street,302241,302257,FAC,1
2421,half,302521,302525,CARDINAL,1
2422,One,302589,302592,CARDINAL,1
2423,Jarvis,302759,302765,PERSON,1
2424,Jarvis,302948,302954,PERSON,1
2425,Market Burnham,303122,303136,ORG,1
2426,Thomson,303175,303182,PERSON,1
2427,Isabel,303339,303345,PERSON,1
2428,Thomson,303509,303516,PERSON,1
2429,first,303756,303761,ORDINAL,1
2430,Germany,303923,303930,GPE,1
2431,English,303987,303994,LANGUAGE,1
2432,one,304091,304094,CARDINAL,1
2433,one only half,304138,304151,CARDINAL,1
2434,one,304358,304361,CARDINAL,1
2435,Geraldine Conyers,304448,304465,PERSON,1
2436,five minutes past twelve,304831,304855,TIME,1
2437,Ronnie,304923,304929,PERSON,1
2438,Lady Anselman,304944,304957,PERSON,1
2439,Ronnie,305368,305374,PERSON,1
2440,that hour of the night,305469,305491,TIME,1
2441,Jarvis,305526,305532,PERSON,1
2442,Park Lane,305677,305686,FAC,1
2443,Park,305729,305733,FAC,1
2444,Anselmans,305761,305770,NORP,1
2445,two,305775,305778,CARDINAL,1
2446,Alfred,305902,305908,PERSON,1
2447,Alfred,306158,306164,PERSON,1
2448,de luxe,306454,306461,PERSON,1
2449,first,306463,306468,ORDINAL,1
2450,German,306505,306511,NORP,1
2451,Russian,306516,306523,NORP,1
2452,Alfred,306559,306565,PERSON,1
2453,Ronald,306737,306743,PERSON,1
2454,Harrison,306804,306812,PERSON,1
2455,Ronnie,307071,307077,PERSON,1
2456,Alfred,307147,307153,PERSON,1
2457,Captain Granet,307160,307174,PERSON,1
2458,Alfred,307259,307265,PERSON,1
2459,Harrison,307307,307315,PERSON,1
2460,Alfred,307356,307362,PERSON,1
2461,Alfred,307490,307496,PERSON,1
2462,"Ronnie,”he",307713,307723,ORG,1
2463,this hour of the night,307785,307807,TIME,1
2464,Alfred,307949,307955,PERSON,1
2465,the next hour,308019,308032,TIME,1
2466,Alfred,308229,308235,PERSON,1
2467,second,308306,308312,ORDINAL,1
2468,Cabinet,308348,308355,ORG,1
2469,"Alfred continued,“when",308683,308705,PERSON,1
2470,Ronnie,308871,308877,PERSON,1
2471,Three,308879,308884,CARDINAL,1
2472,England,308912,308919,GPE,1
2473,German,308955,308961,NORP,1
2474,Norfolk,309116,309123,GPE,1
2475,Germany,309171,309178,GPE,1
2476,Germany,309262,309269,GPE,1
2477,forty millions,309301,309315,CARDINAL,1
2478,London,309350,309356,GPE,1
2479,a dozen,309382,309389,CARDINAL,1
2480,mean?”Granet,309572,309584,ORG,1
2481,Alfred,309612,309618,PERSON,1
2482,three months,309789,309801,DATE,1
2483,Germany,309816,309823,GPE,1
2484,Germany,309861,309868,GPE,1
2485,Germany,309996,310003,GPE,1
2486,this?”Granet,310029,310041,PERSON,1
2487,many months,310266,310277,DATE,1
2488,German,310307,310313,NORP,1
2489,months,310426,310432,DATE,1
2490,Berlin,310519,310525,GPE,1
2491,Europe,310811,310817,LOC,1
2492,Germany,310858,310865,GPE,1
2493,Alfred,310900,310906,PERSON,1
2494,"impossible,”he",310945,310959,PERSON,1
2495,many months,311029,311040,DATE,1
2496,one,311141,311144,CARDINAL,1
2497,France,311288,311294,GPE,1
2498,Norfolk,311386,311393,GPE,1
2499,These last few months,311561,311582,DATE,1
2500,Englishmen,311723,311733,NORP,1
2501,First,311886,311891,ORDINAL,1
2502,Geraldine,311924,311933,PERSON,1
2503,three months,312191,312203,DATE,1
2504,Norfolk,312324,312331,ORG,1
2505,Alfred,312394,312400,PERSON,1
2506,Thomson,312433,312440,PERSON,1
2507,Thomson,312444,312451,PERSON,1
2508,second,312604,312610,ORDINAL,1
2509,London,312751,312757,GPE,1
2510,Alfred,312839,312845,PERSON,1
2511,Collins,312967,312974,PERSON,1
2512,Alfred,313061,313067,PERSON,1
2513,"Thomson,”Granet",313248,313263,ORG,1
2514,Alfred,313382,313388,PERSON,1
2515,Granet,313455,313461,ORG,1
2516,Thomson,313488,313495,PERSON,1
2517,one,313503,313506,CARDINAL,1
2518,first,313563,313568,ORDINAL,1
2519,half,313572,313576,CARDINAL,1
2520,Belgium,313613,313620,GPE,1
2521,German,313663,313669,NORP,1
2522,Geraldine Conyers,313820,313837,PERSON,1
2523,Alfred,313878,313884,PERSON,1
2524,Geraldine Conyers,313896,313913,PERSON,1
2525,Alfred,313974,313980,PERSON,1
2526,Hugh Thomson,314018,314030,PERSON,1
2527,Ronnie,314061,314067,PERSON,1
2528,three,314226,314231,CARDINAL,1
2529,Cabinet,314245,314252,ORG,1
2530,the Stock Exchange,314282,314300,ORG,1
2531,London,314318,314324,GPE,1
2532,Belgrade,314381,314389,GPE,1
2533,Thomson,314518,314525,PERSON,1
2534,"Alfred continued,“made",314578,314600,PERSON,1
2535,Berlin,314655,314661,GPE,1
2536,Ronnie,314705,314711,PERSON,1
2537,A hundred thousand pounds,314731,314756,QUANTITY,1
2538,"him,”Granet",314836,314847,ORG,1
2539,Alfred,314924,314930,PERSON,1
2540,"Ronnie,”he",314973,314983,ORG,1
2541,the Intelligence Department,315117,315144,ORG,1
2542,Ronnie,315200,315206,PERSON,1
2543,Englishman,315297,315307,NORP,1
2544,German,315570,315576,NORP,1
2545,German,315590,315596,NORP,1
2546,our day,315651,315658,DATE,1
2547,Ronnie,315747,315753,PERSON,1
2548,"Ronnie,”he",315962,315972,ORG,1
2549,England,316063,316070,GPE,1
2550,Germany,316074,316081,GPE,1
2551,English,316347,316354,LANGUAGE,1
2552,German,316381,316387,NORP,1
2553,Ronnie,316429,316435,PERSON,1
2554,Thomson,316452,316459,PERSON,1
2555,two,316466,316469,CARDINAL,1
2556,Granet,316490,316496,PERSON,1
2557,"Thomson,”he",316535,316546,ORG,1
2558,Ambrose,316615,316622,ORG,1
2559,the following morning,316653,316674,TIME,1
2560,Thomson,316799,316806,ORG,1
2561,more than a few minutes,316968,316991,TIME,1
2562,last night,317046,317056,TIME,1
2563,Ambrose,317059,317066,PERSON,1
2564,three o'clock,317090,317103,TIME,1
2565,one,317197,317200,CARDINAL,1
2566,Thomson,317342,317349,ORG,1
2567,a few minutes later Granet,317364,317390,TIME,1
2568,Thomson,317462,317469,PERSON,1
2569,"Well,”he",317493,317501,PERSON,1
2570,morrow,317636,317642,DATE,1
2571,Thomson,317783,317790,ORG,1
2572,France,317903,317909,GPE,1
2573,Dardanelles,317963,317974,LOC,1
2574,East Africa,317984,317995,GPE,1
2575,Territorials,318012,318024,GPE,1
2576,Thomson,318238,318245,ORG,1
2577,Thomson,318381,318388,PERSON,1
2578,a few inches,318552,318564,QUANTITY,1
2579,"Granet,”he",318630,318640,PERSON,1
2580,first,318774,318779,ORDINAL,1
2581,British,318918,318925,NORP,1
2582,Granet,319007,319013,ORG,1
2583,mean?”he,319106,319114,DATE,1
2584,Thomson,319125,319132,ORG,1
2585,"you,”he",319223,319230,ORG,1
2586,three,319551,319556,CARDINAL,1
2587,three,319590,319595,CARDINAL,1
2588,at least two,319672,319684,CARDINAL,1
2589,the Intelligence Department,320172,320199,ORG,1
2590,some weeks ago,320603,320617,DATE,1
2591,Ritz,320645,320649,ORG,1
2592,Belgian,320653,320660,NORP,1
2593,German,320795,320801,NORP,1
2594,a few days later,320992,321008,DATE,1
2595,one,321013,321016,CARDINAL,1
2596,Thomson,321218,321225,PERSON,1
2597,Conyers,321384,321391,PERSON,1
2598,Portsmouth,321450,321460,GPE,1
2599,Portsmouth,321711,321721,GPE,1
2600,Conyers,321760,321767,PERSON,1
2601,one,321843,321846,CARDINAL,1
2602,French,321847,321853,NORP,1
2603,England,321875,321882,GPE,1
2604,London,321918,321924,GPE,1
2605,Kaiser,322023,322029,GPE,1
2606,French,322053,322059,NORP,1
2607,Granet,322160,322166,ORG,1
2608,Pailleton,322266,322275,PERSON,1
2609,Thomson,322371,322378,ORG,1
2610,that night,322410,322420,TIME,1
2611,Market Burnham Hall,322424,322443,FAC,1
2612,Zeppelin,322452,322460,PERSON,1
2613,Meyville Worth,322494,322508,PERSON,1
2614,the British Government,322540,322562,ORG,1
2615,the Dormy House Club,322680,322700,FAC,1
2616,Thomson,322823,322830,PERSON,1
2617,Tower,323024,323029,FAC,1
2618,Granet,323310,323316,ORG,1
2619,barely two yards,323409,323425,QUANTITY,1
2620,Thomson,323452,323459,PERSON,1
2621,American,323741,323749,NORP,1
2622,the German Government,323786,323807,ORG,1
2623,English,323814,323821,NORP,1
2624,Cabinet,323822,323829,ORG,1
2625,two,323915,323918,CARDINAL,1
2626,German,324024,324030,NORP,1
2627,Monday,324248,324254,DATE,1
2628,Southampton,324271,324282,GPE,1
2629,Boulogne,324286,324294,GPE,1
2630,forty-eight hours,324299,324316,TIME,1
2631,one,324365,324368,CARDINAL,1
2632,first,324572,324577,ORDINAL,1
2633,German,324578,324584,NORP,1
2634,Thomson,324678,324685,PERSON,1
2635,"not,”he concluded,“there",324758,324782,ORG,1
2636,Captain Granet,324881,324895,PERSON,1
2637,Front,324924,324929,ORG,1
2638,ten days,324947,324955,DATE,1
2639,Thomson,325121,325128,PERSON,1
2640,Army,325459,325463,ORG,1
2641,Granet,325483,325489,ORG,1
2642,"over,”he",325525,325533,PERSON,1
2643,Whitehall,325667,325676,ORG,1
2644,Thomson,325741,325748,ORG,1
2645,Trafalgar Square,326002,326018,FAC,1
2646,Pall Mall,326051,326060,FAC,1
2647,Isabel Worth,326091,326103,PERSON,1
2648,forty-eight hours,326172,326189,TIME,1
2649,Jarvis,326278,326284,PERSON,1
2650,Paddington,326378,326388,GPE,1
2651,A few minutes later,326390,326409,TIME,1
2652,the Cornish Express,326431,326450,ORG,1
2653,the Tregarten Hotel,326472,326491,FAC,1
2654,St. Mary 's,326495,326506,GPE,1
2655,the following morning,326510,326531,TIME,1
2656,about half-past eight,326533,326554,TIME,1
2657,"boat,”he",326729,326737,PERSON,1
2658,Rowsell,326829,326836,PRODUCT,1
2659,two,326916,326919,CARDINAL,1
2660,"Matthew Nichols,”he",326948,326967,PERSON,1
2661,Joe Lethbridge,327010,327024,PERSON,1
2662,Job Rowsell,327120,327131,PERSON,1
2663,"Well,”he",327234,327242,PERSON,1
2664,Rowsell,327292,327299,PERSON,1
2665,two,327357,327360,CARDINAL,1
2666,first,327422,327427,ORDINAL,1
2667,"sir,”he",327469,327476,PERSON,1
2668,Rowsell,327497,327504,PERSON,1
